Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Customer City,Customer Country,Customer Zipcode,Latitude,Longitude,Market,Order City,Order Country,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order city latitude,order city longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.27160263,-66.37051392,Pacific Asia,Kanpur,India,South Asia,Uttar Pradesh,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-08,01:13:00,2016-01-10,01:13:00,2,On time,26.4499,80.3319,13879.04950522925,0.5,6939.5248,2,4
4,4,Shipping canceled,0,Bridgeton,EE. UU.,8302.0,39.42603684,-75.23985291,Pacific Asia,Kochi,India,South Asia,Kerala,CANCELED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-07,09:27:00,2016-01-11,09:27:00,4,Delayed,9.9312,76.2673,13788.083824683034,1.0,13788.0838,4,8
3,4,Advance shipping,0,Highland Park,EE. UU.,48203.0,42.6516571,-83.60984039,Pacific Asia,Ludhiana,India,South Asia,Punyab,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-07,00:21:00,2016-01-10,00:21:00,3,On time,30.91,75.85,11570.4763122405,1.0,11570.4763,3,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.28231049,-66.37062836,Pacific Asia,Rajkot,India,South Asia,Guyarat,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-06,17:42:00,2016-01-10,17:42:00,4,Delayed,22.3,70.7833,13529.428517146724,1.0,13529.4285,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.29942322,-66.3705368,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-06,09:59:00,2016-01-08,09:59:00,2,On time,13.0825,80.275,14960.004605933287,1.0,14960.0046,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.29046249,-66.3706131,Pacific Asia,Guntur,India,South Asia,Andhra Pradesh,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-05,07:43:00,2016-01-07,07:43:00,2,On time,16.3008,80.4428,14724.61615006946,1.0,14724.6162,4,6
6,4,Late delivery,1,Knoxville,EE. UU.,37922.0,35.81311417,-84.17388916,Pacific Asia,Guntur,India,South Asia,Andhra Pradesh,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-05,07:22:00,2016-01-11,07:22:00,6,Delayed,16.3008,80.4428,13998.149040783032,1.0,13998.149,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.22758865,-66.04354096,Pacific Asia,Jaipur,India,South Asia,Rajastán,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-03,22:05:00,2016-01-09,22:05:00,6,Delayed,26.9,75.8,13525.43879870108,1.0,13525.4388,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.22758865,-66.04354096,Pacific Asia,Jaipur,India,South Asia,Rajastán,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-03,22:05:00,2016-01-09,22:05:00,6,Delayed,23.4313,86.1493,14486.088202039082,1.0,14486.0882,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.22758865,-66.04354096,Pacific Asia,Jaipur,India,South Asia,Rajastán,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-03,22:05:00,2016-01-09,22:05:00,6,Delayed,26.9,75.8,13525.43879870108,1.0,13525.4388,4,10
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.22758865,-66.04354096,Pacific Asia,Jaipur,India,South Asia,Rajastán,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-03,22:05:00,2016-01-09,22:05:00,6,Delayed,23.4313,86.1493,14486.088202039082,1.0,14486.0882,4,10
2,1,Late delivery,1,Tempe,EE. UU.,85283.0,33.35738754,-111.9551849,Pacific Asia,Lucknow,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-03,14:43:00,2016-01-05,14:43:00,2,On time,26.85,80.95,13182.980478180243,0.5,6591.4902,2,4
2,1,Late delivery,1,Tempe,EE. UU.,85283.0,33.35738754,-111.9551849,Pacific Asia,Lucknow,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-03,14:43:00,2016-01-05,14:43:00,2,On time,26.85,80.95,13182.980478180243,0.5,6591.4902,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.29374695,-66.37057495,Pacific Asia,Lucknow,India,South Asia,Uttar Pradesh,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-03,14:22:00,2016-01-05,14:22:00,2,On time,26.85,80.95,13881.20082063677,0.5,6940.6004,2,4
2,1,Late delivery,1,Roseville,EE. UU.,48066.0,41.86886215,-84.57365418,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-02,15:15:00,2016-01-04,15:15:00,2,On time,11.1085,77.3411,13840.85798312178,0.5,6920.429,2,4
2,1,Late delivery,1,Fairfield,EE. UU.,94533.0,38.25131607,-122.0456543,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-02,14:33:00,2016-01-04,14:33:00,2,On time,11.1085,77.3411,14168.141486425438,0.5,7084.0707,2,4
2,1,Late delivery,1,Aurora,EE. UU.,80010.0,39.71852112,-104.8660431,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-02,13:51:00,2016-01-04,13:51:00,2,On time,11.1085,77.3411,14358.77951087529,0.5,7179.3898,2,4
2,1,Late delivery,1,Aurora,EE. UU.,80010.0,39.71852112,-104.8660431,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-02,13:51:00,2016-01-04,13:51:00,2,On time,11.1085,77.3411,14358.77951087529,0.5,7179.3898,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.29301071,-66.37052155,Pacific Asia,Tiruppur,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-02,13:09:00,2016-01-04,13:09:00,2,On time,11.1085,77.3411,14863.401581519553,0.5,7431.7008,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.28384781,-66.37060547,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2016-01-02,12:48:00,2016-01-04,12:48:00,2,On time,8.5241,76.9366,15005.455716522783,0.5,7502.7279,2,4
4,2,Late delivery,1,Brooklyn,EE. UU.,11229.0,40.6377182,-73.94229889,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2016-01-02,10:20:00,2016-01-06,10:20:00,4,Delayed,13.0825,80.275,13477.717079938271,0.8,10782.1737,3,7
5,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.2743969,-66.37058258,Pacific Asia,Guwahati,India,South Asia,Assam,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-02,08:56:00,2016-01-07,08:56:00,5,Delayed,26.1722,91.7458,14536.516213343626,1.0,14536.5162,4,9
4,4,Shipping on time,0,Pomona,EE. UU.,91767.0,34.03364945,-118.144371,Pacific Asia,Kanpur,India,South Asia,Uttar Pradesh,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2016-01-01,15:04:00,2016-01-05,15:04:00,4,Delayed,26.4499,80.3319,13012.941721239857,1.0,13012.9417,4,8
6,4,Late delivery,1,Pawtucket,EE. UU.,2860.0,41.8719368,-71.38621521,Pacific Asia,Hyderabad,India,South Asia,Telangana,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-31,11:45:00,2016-01-06,11:45:00,6,Delayed,17.3617,78.4747,12737.164716626716,1.0,12737.1647,3,9
5,2,Late delivery,1,Chapel Hill,EE. UU.,27514.0,35.94494247,-79.00052643,Pacific Asia,Indore,India,South Asia,Madhya Pradesh,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-31,07:53:00,2016-01-05,07:53:00,5,Delayed,22.7167,75.8472,12976.187842600111,0.8,10380.9503,3,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.27591515,-66.37059784,Pacific Asia,Kanpur,India,South Asia,Uttar Pradesh,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-31,00:32:00,2016-01-04,00:32:00,4,Delayed,26.4499,80.3319,13878.670715755943,1.0,13878.6707,4,8
3,4,Advance shipping,0,Martinsburg,EE. UU.,25401.0,39.63185883,-78.17191315,Pacific Asia,Kanpur,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-31,00:11:00,2016-01-03,00:11:00,3,On time,26.4499,80.3319,12336.506493188635,1.0,12336.5065,3,6
6,2,Late delivery,1,Aurora,EE. UU.,60506.0,39.49591446,-98.98998261,Pacific Asia,Kanpur,India,South Asia,Uttar Pradesh,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-30,23:29:00,2016-01-05,23:29:00,6,Delayed,26.4499,80.3319,12681.909199060785,0.8,10145.5274,3,9
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.2719574,-66.37062836,Pacific Asia,Jodhpur,India,South Asia,Rajastán,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-30,02:49:00,2016-01-01,02:49:00,2,On time,26.28,73.02,13399.14799989233,1.0,13399.148,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.2719574,-66.37062836,Pacific Asia,Jodhpur,India,South Asia,Rajastán,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-30,02:49:00,2016-01-01,02:49:00,2,On time,21.88,70.03,13501.157813287917,1.0,13501.1578,4,6
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.20661545,-66.37055969,Pacific Asia,Pune,India,South Asia,Maharashtra,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-29,09:39:00,2016-01-01,09:39:00,3,On time,18.5203,73.8567,14052.141302513604,1.0,14052.1413,4,7
6,4,Late delivery,1,Oakland,EE. UU.,94601.0,37.82341003,-122.2414322,Pacific Asia,Delhi,India,South Asia,Delhi,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-29,05:26:00,2016-01-04,05:26:00,6,Delayed,28.61,77.23,12354.8319538755,1.0,12354.832,3,9
2,1,Late delivery,1,Philadelphia,EE. UU.,19140.0,40.00958252,-75.15264893,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2015-12-28,20:20:00,2015-12-30,20:20:00,2,On time,13.0825,80.275,13588.69157031978,0.5,6794.3458,2,4
0,0,Shipping on time,0,Los Angeles,EE. UU.,90024.0,34.06435013,-118.437088,Pacific Asia,Solapur,India,South Asia,Maharashtra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Same Day,2015-12-28,08:46:00,2015-12-28,20:46:00,0,On time,17.68,75.92,14063.770372696494,0.0,0.0,1,1
3,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.24708366,-66.37052918,Pacific Asia,Bilaspur,India,South Asia,Uttar Pradesh,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-27,22:37:00,2015-12-30,22:37:00,3,On time,22.09,82.15,14372.209029849351,0.8,11497.7672,3,6
3,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.24708366,-66.37052918,Pacific Asia,Bilaspur,India,South Asia,Uttar Pradesh,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-27,22:37:00,2015-12-30,22:37:00,3,On time,31.33,76.75,13241.572735625838,0.8,10593.2582,3,6
3,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.24708366,-66.37052918,Pacific Asia,Bilaspur,India,South Asia,Uttar Pradesh,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-27,22:37:00,2015-12-30,22:37:00,3,On time,30.32,77.32,13362.240568860449,0.8,10689.7925,3,6
2,4,Advance shipping,0,Irwin,EE. UU.,15642.0,40.32811356,-79.70446014,Pacific Asia,Bilaspur,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-27,22:16:00,2015-12-29,22:16:00,2,On time,22.09,82.15,12824.497391149987,1.0,12824.4974,3,5
2,4,Advance shipping,0,Irwin,EE. UU.,15642.0,40.32811356,-79.70446014,Pacific Asia,Bilaspur,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-27,22:16:00,2015-12-29,22:16:00,2,On time,31.33,76.75,11686.360623363384,1.0,11686.3606,3,5
2,4,Advance shipping,0,Irwin,EE. UU.,15642.0,40.32811356,-79.70446014,Pacific Asia,Bilaspur,India,South Asia,Uttar Pradesh,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-27,22:16:00,2015-12-29,22:16:00,2,On time,30.32,77.32,11810.053714619746,1.0,11810.0537,3,5
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.2539711,-66.37059784,Pacific Asia,Nellore,India,South Asia,Andhra Pradesh,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-26,19:59:00,2015-12-28,19:59:00,2,On time,14.45,79.99,14836.772672563016,1.0,14836.7727,4,6
4,4,Shipping on time,0,Harlingen,EE. UU.,78550.0,26.19086266,-97.69604492,Pacific Asia,Bikaner,India,South Asia,Rajastán,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-26,18:56:00,2015-12-30,18:56:00,4,Delayed,28.0181,73.3169,13911.26953338437,1.0,13911.2695,4,8
3,2,Shipping canceled,0,Cupertino,EE. UU.,95014.0,37.32138825,-122.0307388,Pacific Asia,Sangli,India,South Asia,Maharashtra,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-26,15:05:00,2015-12-29,15:05:00,3,On time,16.853,74.583,13744.886831218408,0.8,10995.9095,3,6
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.25791931,-66.37062836,Pacific Asia,Jabalpur,India,South Asia,Madhya Pradesh,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-26,13:20:00,2015-12-29,13:20:00,3,On time,23.1667,79.9333,14132.353204786652,1.0,14132.3532,4,7
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.27001953,-66.37055206,Pacific Asia,Jabalpur,India,South Asia,Madhya Pradesh,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-26,12:59:00,2015-12-28,12:59:00,2,On time,23.1667,79.9333,14131.313565353525,1.0,14131.3136,4,6
5,4,Late delivery,1,Brooklyn,EE. UU.,11218.0,40.64059448,-73.97518921,Pacific Asia,Ujjain,India,South Asia,Madhya Pradesh,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-25,22:16:00,2015-12-30,22:16:00,5,Delayed,23.17,75.79,12261.460801387931,1.0,12261.4608,3,8
2,4,Advance shipping,0,Ontario,EE. UU.,91764.0,34.07656479,-117.61409,Pacific Asia,Pune,India,South Asia,Maharashtra,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-25,19:28:00,2015-12-27,19:28:00,2,On time,18.5203,73.8567,14041.69699944148,1.0,14041.697,4,6
6,4,Late delivery,1,Hollywood,EE. UU.,33025.0,25.98771095,-80.25540161,Pacific Asia,Pune,India,South Asia,Maharashtra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-25,19:07:00,2015-12-31,19:07:00,6,Delayed,18.5203,73.8567,14330.222810574172,1.0,14330.2228,4,10
6,4,Late delivery,1,Hollywood,EE. UU.,33025.0,25.98771095,-80.25540161,Pacific Asia,Pune,India,South Asia,Maharashtra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-25,19:07:00,2015-12-31,19:07:00,6,Delayed,18.5203,73.8567,14330.222810574172,1.0,14330.2228,4,10
4,4,Shipping on time,0,Strongsville,EE. UU.,44136.0,41.3469696,-81.82631683,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-25,11:24:00,2015-12-29,11:24:00,4,Delayed,12.9789,77.5917,13615.190054599963,1.0,13615.1901,4,8
4,2,Late delivery,1,Miami,EE. UU.,33176.0,25.76106072,-80.19345093,Pacific Asia,Rajkot,India,South Asia,Guyarat,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-25,06:09:00,2015-12-29,06:09:00,4,Delayed,22.3,70.7833,13822.872889056918,0.8,11058.2983,3,7
3,2,Late delivery,1,Annandale,EE. UU.,22003.0,38.88141632,-77.17302704,Pacific Asia,Nagpur,India,South Asia,Maharashtra,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-25,02:18:00,2015-12-28,02:18:00,3,On time,21.1497,79.0806,12896.429444112127,0.8,10317.1436,3,6
2,2,Shipping on time,0,Saint Charles,EE. UU.,63301.0,38.68431854,-90.30251312,Pacific Asia,Nagpur,India,South Asia,Maharashtra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-25,01:57:00,2015-12-27,01:57:00,2,On time,21.1497,79.0806,13270.387209116376,0.8,10616.3098,3,5
5,4,Late delivery,1,San Antonio,EE. UU.,78207.0,29.42638016,-98.52271271,Pacific Asia,Solapur,India,South Asia,Maharashtra,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-24,12:59:00,2015-12-29,12:59:00,5,Delayed,17.68,75.92,14743.260975519905,1.0,14743.261,4,9
5,4,Late delivery,1,San Antonio,EE. UU.,78207.0,29.42638016,-98.52271271,Pacific Asia,Solapur,India,South Asia,Maharashtra,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-24,12:59:00,2015-12-29,12:59:00,5,Delayed,17.68,75.92,14743.260975519905,1.0,14743.261,4,9
3,4,Advance shipping,0,Los Angeles,EE. UU.,90042.0,33.73583221,-118.2922211,Pacific Asia,Delhi,India,South Asia,Delhi,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-24,00:01:00,2015-12-27,00:01:00,3,On time,28.61,77.23,12892.478415212056,1.0,12892.4784,3,6
3,4,Advance shipping,0,Los Angeles,EE. UU.,90042.0,33.73583221,-118.2922211,Pacific Asia,Delhi,India,South Asia,Delhi,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-24,00:01:00,2015-12-27,00:01:00,3,On time,28.61,77.23,12892.478415212056,1.0,12892.4784,3,6
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.24227333,-66.37055969,Pacific Asia,Parbhani,India,South Asia,Maharashtra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-23,05:06:00,2015-12-27,05:06:00,4,Delayed,19.27,76.78,14220.406445554312,1.0,14220.4064,4,8
6,4,Late delivery,1,Fort Lauderdale,EE. UU.,33324.0,26.0984993,-80.27095032,Pacific Asia,Bangalore,India,South Asia,Karnataka,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-22,19:17:00,2015-12-28,19:17:00,6,Delayed,12.9789,77.5917,15053.613331609806,1.0,15053.6133,4,10
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.24998283,-66.37058258,Pacific Asia,Nagpur,India,South Asia,Maharashtra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2015-12-22,16:08:00,2015-12-24,16:08:00,2,On time,21.1497,79.0806,14239.999509698917,0.5,7119.9998,2,4
5,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.28241539,-66.37052155,Pacific Asia,Imphal,India,South Asia,Manipur,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-21,11:24:00,2015-12-26,11:24:00,5,Delayed,24.8074,93.9384,14770.515938015058,1.0,14770.5159,4,9
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.20319367,-66.37051392,Pacific Asia,Ujjain,India,South Asia,Madhya Pradesh,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2015-12-20,18:36:00,2015-12-22,18:36:00,2,On time,23.17,75.79,13846.711162735392,0.5,6923.3556,2,4
5,4,Late delivery,1,Brooklyn,EE. UU.,11207.0,40.66577148,-73.89246368,Pacific Asia,Aurangabad,India,South Asia,Maharashtra,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-20,02:08:00,2015-12-25,02:08:00,5,Delayed,19.88,75.32,12568.276952948669,1.0,12568.277,3,8
5,4,Late delivery,1,Brooklyn,EE. UU.,11207.0,40.66577148,-73.89246368,Pacific Asia,Aurangabad,India,South Asia,Maharashtra,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-20,02:08:00,2015-12-25,02:08:00,5,Delayed,24.7,84.35,12406.658590536175,1.0,12406.6586,3,8
5,4,Late delivery,1,Brooklyn,EE. UU.,11207.0,40.66577148,-73.89246368,Pacific Asia,Aurangabad,India,South Asia,Maharashtra,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-20,02:08:00,2015-12-25,02:08:00,5,Delayed,27.894,77.369,11835.20341474438,1.0,11835.2034,3,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.25430679,-66.37052155,Pacific Asia,Guwahati,India,South Asia,Assam,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-19,22:16:00,2015-12-23,22:16:00,4,Delayed,26.1722,91.7458,14538.517793273457,1.0,14538.5178,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.25430679,-66.37052155,Pacific Asia,Guwahati,India,South Asia,Assam,ON_HOLD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-19,22:16:00,2015-12-23,22:16:00,4,Delayed,26.1722,91.7458,14538.517793273457,1.0,14538.5178,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.35901833,-66.078125,Pacific Asia,Aligarh,India,South Asia,Uttar Pradesh,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-19,18:04:00,2015-12-21,18:04:00,2,On time,27.88,78.08,13587.346794557494,1.0,13587.3468,4,6
5,4,Late delivery,1,Endicott,EE. UU.,13760.0,42.07463837,-76.1240387,Pacific Asia,Aligarh,India,South Asia,Uttar Pradesh,CLOSED,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-19,17:22:00,2015-12-24,17:22:00,5,Delayed,27.88,78.08,11798.226070156988,1.0,11798.2261,3,8
6,4,Shipping canceled,0,West Covina,EE. UU.,91790.0,34.07167816,-117.9440765,Pacific Asia,Hubli,India,South Asia,Karnataka,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-19,10:43:00,2015-12-25,10:43:00,6,Delayed,15.3502,75.1376,14347.704671455962,1.0,14347.7047,4,10
6,4,Shipping canceled,0,West Covina,EE. UU.,91790.0,34.07167816,-117.9440765,Pacific Asia,Hubli,India,South Asia,Karnataka,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-19,10:43:00,2015-12-25,10:43:00,6,Delayed,15.355,75.1362,14347.222941587115,1.0,14347.2229,4,10
6,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.21593475,-66.37062836,Pacific Asia,Lucknow,India,South Asia,Uttar Pradesh,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Second Class,2015-12-18,20:42:00,2015-12-24,20:42:00,6,Delayed,26.85,80.95,13888.208079247506,0.8,11110.5665,3,9
2,1,Late delivery,1,Rowland Heights,EE. UU.,91748.0,34.00062561,-117.9077301,Pacific Asia,Darbhanga,India,South Asia,Bihar,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,First Class,2015-12-18,20:00:00,2015-12-20,20:00:00,2,On time,26.17,85.9,12868.401000456452,0.5,6434.2005,2,4
6,4,Late delivery,1,Santa Ana,EE. UU.,92704.0,33.70288849,-117.9041977,Pacific Asia,Darbhanga,India,South Asia,Bihar,PROCESSING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-18,18:57:00,2015-12-24,18:57:00,6,Delayed,26.17,85.9,12898.83763191221,1.0,12898.8376,3,9
2,4,Advance shipping,0,Hayward,EE. UU.,94544.0,37.61644745,-120.3795013,Pacific Asia,Parbhani,India,South Asia,Maharashtra,PENDING,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-18,15:48:00,2015-12-20,15:48:00,2,On time,19.27,76.78,13439.5693429371,1.0,13439.5693,4,6
4,4,Shipping on time,0,San Diego,EE. UU.,92105.0,32.74953461,-117.1046524,Pacific Asia,Ajmer,India,South Asia,Rajastán,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-18,05:59:00,2015-12-22,05:59:00,4,Delayed,26.4499,74.6399,13316.109953623987,1.0,13316.11,4,8
3,4,Advance shipping,0,Jonesboro,EE. UU.,72401.0,35.82094193,-90.63130951,Pacific Asia,Ajmer,India,South Asia,Rajastán,COMPLETE,O'Brien Men's Neoprene Life Vest,49.97999954,Standard Class,2015-12-18,05:38:00,2015-12-21,05:38:00,3,On time,26.4499,74.6399,12920.362742972444,1.0,12920.3627,4,7
0,0,Shipping on time,0,Caguas,Puerto Rico,725.0,18.2719574,-66.37052918,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Same Day,2015-12-18,00:23:00,2015-12-18,12:23:00,0,On time,12.9789,77.5917,14752.666155971712,0.0,0.0,1,1
0,0,Shipping on time,0,Caguas,Puerto Rico,725.0,18.2719574,-66.37052918,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.97999954,Same Day,2015-12-18,00:23:00,2015-12-18,12:23:00,0,On time,12.9789,77.5917,14752.666155971712,0.0,0.0,1,1
